"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__Alloprevotella",0,-0.00125064625530294,0
"g__Bacteroides_H",0,-0.000188972662762523,0
"g__Paraprevotella",-0.0160432094095691,-0.0117557627859828,-0.025805251781134
"g__Phocaeicola_A_858004",-0.0110799784788008,-0.00392069338124485,-0.0142355062889244
"g__Prevotella",0,9.61387567729748e-05,0
"g__Barnesiella",0,-0.000108954633119528,0
"g__CABJAA01",-0.0159753921681556,-0.012774242229143,-0.0499075383209062
"g__Coprobacter",0,-0.00883875859828909,-0.00596979708987337
"g__Dysgonomonas",0,0.00389594031441187,0
"g__Seramator",0,0.105813403035878,0.0135748600599341
"g__Butyricimonas",0,-0.00376567308991591,0
"g__Gabonibacter",0,-0.00655929948269105,0
"g__Odoribacter_865974",0,-0.00476783959595475,0
"`g__CAG-1031`",0,-0.032023004283511,0
"`g__CAG-485`",0,0.0012668174821248,0
"`g__CAG-873`",0,0.0302899418525165,0
"g__Duncaniella",0,-0.0125917698629818,0
"g__Limisoma",0,-0.00657791202624801,0
"g__Muribaculum",0,0.00337801816531204,0
"g__Paramuribaculum",0,-0.00124499380255986,0
"g__Sodaliphilus",0,0.00480231568048544,0
"g__UBA3263",0,0.00387887549124427,0
"g__UBA7173",0,0.0080909994734604,0
"g__Porphyromonas_A_859424",0,0.00038137811192117,0
"g__Porphyromonas_A_859426",0,0.0138300387563224,0
"g__Alistipes_A_871400",0,0.000364825948177536,0
"g__Alistipes_A_871404",0,-0.00142282809143336,0
"g__Rikenella",0,0.00770156912349328,0
"g__Tidjanibacter",0,0.0158229259211299,0
"g__Parabacteroides_B_862066",0,-0.000447845977806503,0
"g__UBA11471",0,0.0137544821421139,0
"g__Coprenecus",0,0.00133857603518653,0
"g__Cryptobacteroides",0,-0.00767346790656296,0
"g__Campylobacter_A",0,0.00765100023595727,0
"g__Campylobacter_B",0,0.00253670534120978,0
"g__Helicobacter_C_479931",0,0.00467275883166084,0
"g__Helicobacter_D",0,-0.0208247816109355,0
"g__SIO2C1",0,-0.000326372463815231,0
"d__Bacteria_p__Cyanobacteria_c__Vampirovibrionia_o__Gastranaerophilales_f__Gastranaerophilaceae_g__",0,0.0037854483142488,0
"`g__CAG-196`",0,-0.00313301188186314,0
"g__Limenecus",0,0.00653696648635164,0
"g__Stercorousia",0,0.00182832778566729,0
"g__UBA2813",0,-0.0403147256627604,0
"g__UBA6984",0,0.0075473329424144,0
"g__Zag111",0,-0.00757185009960413,0
"g__Mucispirillum",0,0.0105841099184813,0
"g__Desulfovibrio_R_446353",0,-0.0018020006226697,0
"g__Mailhella",0,0.00194123125444635,0
"g__Nitratidesulfovibrio",0,0.00753244076587687,0
"g__UBA1436",0,-0.0065013314265075,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o___f___g__",0,-0.00486578458311593,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Acetivibrionales_f__DSM-8532_g__`",0.0478331620780258,0.011649958600534,0.0341938289645923
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f___g__",0,-2.65117344610175e-05,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Borkfalkiaceae_g__",0,0.00753569965374143,0
"g__Borkfalkia",0,-0.00317136006057929,0
"g__UBA1259",0,0.00764783682425082,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-138_g__`",0,-0.0043172954789911,0
"g__Aphodomorpha",0,0.00057848454219101,0
"`g__CAG-1024`",0,0.0149888908773114,0.044090063103098
"g__PeH17",0,0.00185189276974598,0
"g__SFDB01",0,0.00756598479164852,0
"`g__CAG-314`",0,-0.00739607152741266,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-552_g__`",0,0.00756138420826991,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-74_g__`",0,-0.00129056136052401,0
"g__Limiplasma",0,-0.00201870538267956,0
"g__Onthenecus",0,-0.00184126154179865,0
"g__SFMI01",0,0.0020603199227584,0
"`g__CAG-349`",0,0.0104407132532066,0
"`g__CAG-475`",0,-0.00433126614801457,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Christensenellaceae_g__",-0.0187624275067155,-0.0216610002995199,-0.0381495196235722
"g__Christensenella",0,0.00161128585720917,0
"`g__GCA-900066905`",0,-0.0287751152470695,-0.00163436892050156
"`g__MARSEILLE-P3954`",0,0.0333662438893288,0
"g__Clostridium_J",0,0.00249465492991457,0
"g__Clostridium_P",0,-9.37357899875407e-05,0
"g__Clostridium_T",0,0.0044408454493772,0
"g__Dwaynesavagella",0,0.00579341702753563,0
"g__Inconstantimicrobium",0,0.0074608282678271,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Eubacteriales_258471_f__Anaerofustaceae_g__",0,-0.00933890061518861,0
"g__Anaerofustis",0,0.00337163629357239,0
"g__Eubacterium_O_258270",0,0.00112652186375659,0
"g__Ructibacterium",0,0.00539831974703394,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f___g__",0,0.00782306641613003,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Anaerotignaceae_g__",0,0.00464413424235956,0
"g__Anaerotignum_189125",0,-0.000199669425230812,0
"g__Anaerotignum_189163",0,-0.00626005004893905,0
"`g__CAG-274`",0,0.00575154191588708,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Cellulosilyticaceae_g__",0,-0.0216936970370097,0
"g__Cellulosilyticum",0,0.00737411086900421,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Lachnospiraceae_g__",0,0.000838771577848824,0
"`g__14-2`",0,0.00957294830689686,0
"`g__1XD42-69`",0,0.0176658079625206,0
"g__Acetatifactor",0,0.00262113402087151,0
"g__Acetitomaculum",0,0.00733150384261705,0
"`g__AF33-28`",0,0.00366294428272552,0
"g__Agathobacter_164117",0,2.92882289675657e-05,0
"`g__AM51-8`",0,-0.0048968760864279,0
"g__Anaerobutyricum",0,-0.00126062226696374,0
"g__Anaerostipes",0,0.00086330263550177,0
"g__Bacteroides_F",0,0.00455547609123243,0
"g__Bariatricus",0,0.000968620078779765,0
"g__Blautia_A_141780",0,-0.000754982150255669,0
"g__Blautia_A_141781",0,0.000229861054908443,0
"g__Butyribacter",0,0.000566119877208623,0
"g__Butyrivibrio_A_180067",0,0.00190964413261581,0
"`g__CAG-127`",0,0.00704237210991663,0.00639937288462663
"`g__CAG-194`",0.0281916829298045,0.056726242744809,0.157896295206552
"`g__CAG-317_146760`",0,-0.00284947392945117,0
"`g__CAG-45`",0,-0.00114569385205916,0
"`g__CAG-56`",0,0.00189702251348642,0
"`g__CAG-603`",0,0.00724717378955348,0
"`g__CAG-632`",0,-0.0126318834554407,0
"`g__CAG-791`",0,0.00724358984175458,0
"`g__CAG-95`",0,0.00305995053239261,0
"g__Catenibacillus",0,-2.56653851894315e-05,0
"g__Catonella",0,0.00725293448694129,0
"g__Choladousia",0,0.0360553630941701,0
"g__Clostridium_AP",0,-0.00739447258801666,0
"g__Clostridium_N_143832",0,-0.0149209022495774,0
"g__Clostridium_Q_134516",0,-0.00430007361112706,0
"g__Clostridium_Q_134526",0,0.00203242947625052,0
"g__Clostridium_Q_135822",0,0.00371922909801712,0
"g__Clostridium_Q_135853",0,0.00448199472573572,0.00273702060735494
"g__COE1",0,-0.0064018268296886,0
"g__Coprococcus_A_121497",0,-0.0014621274945346,0
"g__Coprococcus_A_187866",0,-0.000944569829476475,0
"g__Copromonas",0,0.000564453969270437,0
"g__Cuneatibacter",0.016584170875827,0.0523171654969799,0.117546136569291
"g__Dorea_A",0.00849998457769757,0.00324064214762471,0.0152896946092072
"g__Eisenbergiella",0,0.00139824750065239,0
"g__Enterocloster",0,-0.00125451046890879,0
"g__Eubacterium_F",0,0.000510748944715018,0
"g__Eubacterium_G",0,-0.000453227885003328,0
"g__Eubacterium_I",0,0.00352295629988336,0
"g__Eubacterium_J",0,-3.76024535686467e-05,0
"g__Eubacterium_S",0,0.0110621850294115,0
"g__Extibacter",0,-0.00804034633273193,0
"g__Faecalimonas",0,-0.0045375650818782,-0.000907437959075204
"g__Fimimorpha",0,0.0449999666607758,0
"g__Fimousia",0,0.00729607667598398,0
"g__Frisingicoccus",0,-0.00332275798821349,0
"g__Fusicatenibacter",0,0.0137005206896107,0
"g__G11",0,0.00732445410034709,0
"g__Hespellia",0,0.00733764177942165,0
"g__Howardella",0,-0.00833161309669316,0
"g__Hungatella_A_127239",0.00998899594998317,0.0153388602056582,0.0156554874692966
"g__Hungatella_A_128155",-0.058298225828362,-0.0193494177089893,-0.0601987878254185
"g__Johnsonella",0,0.0432812547496309,0
"g__Kineothrix",0,0.00298640294865905,0
"g__Lachnoanaerobaculum",0,-0.0255445587836542,0
"g__Lachnoclostridium_A_130679",0,-0.000487914230828803,0
"g__Lachnoclostridium_B",0,0.00449279324879501,0
"g__Lachnospira",0,-0.00160461753505148,0
"g__Lactonifactor",0,0.00546826408847488,0
"g__Limivivens",0,-0.0012692254639021,0
"g__Marvinbryantia",0,-0.00689301415926988,0
"g__Massilistercora",0,-0.00848174193778315,0
"g__Mediterraneibacter_A_155507",0,0.00165122593242688,0
"g__Mediterraneibacter_A_155590",0,-0.00350522592866252,0
"g__Merdimonas",0,-0.00130417814869519,0
"g__Merdisoma",0,-0.00343919509516201,0
"g__Muricomes_149725",0,0.000453181302495265,0
"g__Murimonas",0,0.00733082488309555,0
"g__Oliverpabstia",0,-0.00434233261093637,-0.0123360871341057
"g__Oribacterium",0,0.00568981592236207,0
"g__Paralachnospira",0,0.00446448295520546,0
"g__Porcincola",0,0.000922811424838891,0
"g__Robinsoniella",0,0.00730397033821412,0
"g__Roseburia",0,0.00350145506666365,0
"g__RUG115",0,0.00216170473127726,0
"g__Ruminococcus_B",0,-0.00331995741858866,0
"g__Ruminococcus_G",0,0.00725119646951156,0
"g__Scatomonas",0,-0.0102398099079822,-0.0014171697959533
"g__Schaedlerella",0,0.00408244059327556,0
"g__Sellimonas",0,-0.000196079961392177,0
"g__Sporofaciens",0,0.0103115052930331,0
"g__UBA3282",0,0.00360017103513433,0
"g__UBA3402",0,-0.00142513445892551,0
"g__UBA9414",0,-0.00603837267265919,0
"g__UMGS1375",0,0.00557875493501609,0
"g__Velocimicrobium",0,0.00715570167909254,0
"g__Ventrimonas",0,-0.000963901227070502,0
"g__Ventrisoma",0,-0.000268257021037663,0
"g__VUNI01",0,0.00712996745183555,0
"g__Monoglobus",0,0.000599432360369042,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f___g__",0,0.00356148063246218,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Acutalibacteraceae_g__",0,0.00054314694340362,0
"g__Acutalibacter",0,0.000746712924597669,0
"g__Anaeromassilibacillus",0,0.00466314087548413,0.00587911553310467
"g__Caccousia",-0.0106967126574873,-0.012018664232085,-0.0433002145551367
"`g__CAG-177`",0,0.00284152345387316,0
"`g__CAG-217`",0.00573577849072805,0.00398340504865847,0.0224634498055128
"`g__CAG-488`",0,-0.00119320247799362,0
"`g__CAG-964`",0,0.0011673628773242,0
"g__Caproicibacterium",0,-0.0156083758578935,0
"g__Caproiciproducens",0,-0.00898566335498024,0
"g__Clostridium_A",0,0.00100074955332497,0
"g__Clostridium_E",0.295994186013497,0.118933975382799,0.363919670590627
"g__Eubacterium_R",0,-0.00072725264372001,0
"g__Fimenecus",0,-0.00712100334175917,0
"g__Hydrogeniiclostridium",0,-0.00870063310338202,0
"g__Limousia",0,0.00714090211372146,0
"g__Pseudoruminococcus_A",0,-0.00100076755755368,0
"g__RUG762",0,0.000335188857828879,0
"g__Ruminococcus_E",0,0.000361869988442985,0
"g__Scatavimonas",0,0.00719213769006563,0
"g__Solibaculum",0,0.00650380243558274,0
"g__UBA1417",0,-0.00525403079897772,0
"g__UBA5905",0,-0.0070028391802742,0
"g__UBA737",0,0.00592409361753336,0
"g__UMGS1071",0.0271763605421239,0.0118199632865812,0.0564902540697082
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Butyricicoccaceae_g__",0,-0.0168170055094261,0
"g__Agathobaculum",0,-0.00071900011429518,0
"g__Butyricicoccus_A_77030",0,0.00335445280091842,0
"g__Butyricicoccus_A_77419",0,0.00382923525905514,0
"g__Intestinibacillus",0,0.00721395169006701,0
"g__Pseudobutyricicoccus",0,-0.00588039783363216,0
"g__Avispirillum",0,-0.00299696511968044,0
"g__QALR01",0,0.00314338997798817,0
"g__RUG13077",0,-0.00194341964438429,0
"g__SFLA01",0,0.000681743182338274,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ethanoligenenaceae_g__",0,0.0273022990654304,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Oscillospiraceae_88309_g__",0,0.000100881169186024,0
"`g__CAG-83`",0,0.00202069888298453,0
"g__Dysosmobacter",0,0.00199017571330762,0
"g__Enterenecus",0,0.00362430602215423,0
"g__ER4",0,0.00388213870612674,0.0229996459833123
"g__Evtepia",0,0.000818909927686416,0
"g__Faecousia",0,0.000435371421130644,0
"g__Intestinimonas",0,-0.0038656881733796,0
"g__Lawsonibacter",0,0.000319316326319587,0
"g__Limivicinus",0,0.000182419648390862,0
"`g__Marseille-P3106`",0,0.00721984792258585,0
"g__Onthomonas",0,-0.00846924551967512,-0.00535606036248441
"g__Pseudoflavonifractor_80958",0,0.0164988134566735,0.00447025660952846
"g__UBA2658",0,0.0329503703004259,0
"g__Vescimonas",0,-0.000723271791932052,0
"g__WQUU01",0,-0.00525966009460235,0
"g__WRMH01",0,-0.0229302448196667,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__QAKW01_g__",-0.0348015488567928,-0.017632676731857,-0.01728030778613
"g__QAKW01",0,-0.0149490946400669,-0.00111607402994413
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ruminococcaceae_g__",0,0.0129109743428103,0
"g__Acetanaerobacterium",0.243114582437691,0.0739239921958449,0.209106346896215
"g__Anaerofilum_74150",0,-0.000941827692072778,0
"g__Anaerotruncus",0,-0.00140228577310339,0
"g__Angelakisella",0,-0.00559806589699009,0
"g__Bittarella",-0.102419788490546,-0.0229691614982913,-0.0874208537212573
"`g__CAG-353`",0,0.0187852107073892,0
"g__Faecalibacterium",0,-0.000314969575269761,0
"g__Fimivivens",0,0.00935183318107628,0
"g__Fournierella",0,0.0072943854423754,0
"g__Gemmiger_A_73129",0,-0.000842924893323401,0
"g__Gemmiger_A_73276",0,0.00732311688273267,0
"g__Harryflintia",0.144070022854651,0.0634014498151905,0.150912423521355
"g__Hydrogenoanaerobacterium",0,-0.0129374725884457,0
"`g__Marseille-P2935`",0,-0.0100556729543608,0
"g__Massiliimalia_59888",0,-0.0173831834052789,0
"g__Massiliimalia_59910",0,-0.0159147755985312,0
"g__Massilioclostridium",0,0.00968045995782617,0
"g__Negativibacillus",0,0.00138150444813625,0
"g__Neobittarella",0,-0.00852772952891024,0
"g__Paludicola",0,-0.000816709519351355,0
"g__Phocea",-0.00380330761519785,-0.00735921800135443,-0.00633380721419894
"g__Pygmaiobacter",0,0.00481179895488965,0
"g__QAMM01",0,0.00840668258950936,0
"g__Ruminiclostridium_E",0,-0.00175792082387185,0
"g__Ruminococcus_C_58660",0,-0.00198125807655064,0
"g__Ruminococcus_C_59129",0,0.0113445762225637,0
"g__Ruminococcus_D",0,0.00388395433932256,0
"g__Ruminococcus_F",0,0.00986091450911818,0
"g__Ruthenibacterium",0,-0.00471227763212232,-0.0152066853813378
"g__Soleaferrea",0,0.000172978069660801,0
"g__UBA1394",0,0.00518215101846522,0
"g__UBA946",0,0.00735475416159676,0
"g__UBA644",0,0.00247317031260531,0
"g__WRAI01",0,-0.0163841189855576,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f___g__",0,0.0073263328107079,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Anaerovoracaceae_g__",0.00103075717129696,0.00411494840681311,0.0130050484046551
"g__Alterileibacterium",0,0.00729154113143383,0
"g__BX12",0,-0.005601884109272,0
"g__Copromorpha",0,0.00145732423703425,0
"g__Emergencia",0,0.0116888144130503,0.00780128380624291
"g__Eubacterium_B",0,0.0424220353374375,0
"g__Eubacterium_M",0,-0.0209168431606744,0
"g__Eubacterium_N",0,0.01589099819064,0
"g__Hornefia",0,-0.0571306737410325,0
"g__Mogibacterium",0,-0.0096576784111971,0
"g__PHAE01",0,0.0295459419117622,0
"g__RUG11894",0,0.00721861987269623,0
"`g__S5-A14a`",0,0.00953391240927247,0
"g__VUNA01",0.0131633302774836,0.024596010989597,0.00676221445210446
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Peptostreptococcaceae_256921_g__",0,-0.00234269594638713,0
"`g__CCUG-7971`",0,0.00221190784827138,0
"g__Clostridioides_A",0,0.00717561427868757,0
"`g__GCA-900066495`",0,0.00238040500779112,0
"g__Intestinibacter",0,0.00639957219387334,0.0203785089456036
"g__Paraclostridium",0,-0.000678959519012747,0
"g__Peptacetobacter",0,0.00498959994643213,0
"g__Peptostreptococcus",0,-0.000980597857945105,0
"g__Romboutsia_B",0,-0.00349468732185802,-0.00169540157021977
"g__Romboutsia_D",0.00106271738927595,0.0240119562879827,0.0837000294253227
"g__Terrisporobacter",0,0.00755810769657782,0
"g__SFGY01",0,0.00710010089673688,0
"g__Fastidiosipila",0,-0.0298492513735221,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__TANB77_f__CAG-508_g__`",-0.00342555619394902,-0.0063131711144194,-0.00929761981217757
"`g__CAG-269`",0,-0.000947790891222765,0
"`g__CAG-273`",0,-0.00399534805735218,0
"`g__CAG-793`",0,0.0271091357205457,0
"g__Merdicola",0,0.0013555979543341,0
"g__UMGS1994",0,0.00353220243967408,0
"g__Anaerococcus",0,-0.00434619471444549,0
"g__Ezakiella",0,-0.0204803461095599,0
"g__Fenollaria",0,-0.00893698755889031,0
"g__Finegoldia",0,-0.016980312509908,0
"g__KA00134",0,0.00708522308480543,0
"g__Lagierella",0,0.00354619206720753,0
"g__Murdochiella_225299",0,0.00156849471327679,0
"g__Murdochiella_225317",0,0.00710945690634278,0
"g__Parvimonas",0,0.0313483903035525,0
"g__Peptoniphilus_A",0,-0.00299766357968426,0
"g__Peptoniphilus_B_226777",0,0.016203674247864,0
"g__Peptoniphilus_C",0,-0.00784234347480258,0
"g__Peptoniphilus_E",0,0.00716700749013583,0
"g__Urinicoccus",0,0.00238995551431432,0
"g__W5053",0,0.00716805317285595,0
"`g__CAG-41`",0,0.0032061486388845,0
"d__Bacteria_p__Firmicutes_B_370539_c__Dehalobacteriia_o__Dehalobacteriales_f__Dehalobacteriaceae_g__",0,-0.0392934774696371,-0.0168321144580231
"`g__BICA1-8`",0,-0.0357180297452129,0
"g__Peptococcus",0,-0.00391381430691238,0
"g__Acidaminococcus",0,0.00396458693620195,0
"g__Phascolarctobacterium_A",0,0.00072941384467928,0
"g__Massilibacillus",0,-0.000280305592945722,0
"g__Anaerovibrio",0,-0.0239169718275476,0
"g__Centipeda",0,0.00715651114210109,0
"g__Megamonas",0,0.00717210154807081,0
"g__Mitsuokella",0,2.56616519688883e-05,0
"g__Allisonella",0,0.00343166851434675,0
"g__Dialister",0,-0.000182788313082865,0
"g__UBA5809",0,0.00719138179554398,0
"g__Anaeroglobus",0,-0.0879002257800393,0
"g__Caecibacter",0,0.0374786488797591,0
"g__Megasphaera_A_38685",0,0.00156884724809683,0
"g__Megasphaera_A_38692",0,0.0072169914805249,0
"d__Bacteria_p__Firmicutes_C_c__Negativicutes_o__Veillonellales_f__Negativicoccaceae_g__",0.172037303976789,0.108170823241561,0.336650903674764
"g__Negativicoccus",0,0.0139343175769933,0
"g__Veillonella_A",0,0.0038722589302561,0
"`g__CAG-307`",0,0.00724737167018231,0
"g__Rummeliibacillus",0,0.00726154645203845,0
"g__Weizmannia",0.00838357678550133,0.0389945217141265,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Bacillales_B_306089_f__Anoxybacillaceae_g__",0,0.121040740382577,0
"g__Geobacillus",0,0.0072700836078565,0
"g__Bacillus_P_294101",0,0.00915096714971142,0
"g__Bacillus_A",0,-0.0423063667687055,0
"g__Sporolactobacillus",0,-0.00989679435762946,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Erysipelotrichales_f__Coprobacillaceae_g__",0,-0.00151766706474264,0
"g__Beduini",0,0.00726161640920911,0
"g__Catenibacterium",0,0.00078822552387201,0
"g__Coprobacillus",0,-0.00990995194295902,0
"g__Erysipelatoclostridium",0,0.00140754457530433,0
"g__Faecalibacillus",0,-0.000422467303918893,0
"g__Fimiplasma",0,0.00709035773059891,0
"g__Longibaculum",0,-0.000423043749110541,0
"g__Stoquefichus",0,-0.0472432386491467,0
"g__Absicoccus",0,-0.00958823744154295,0
"g__Allobaculum",0,0.00724962117192324,0
"g__Amedibacillus",0,0.000656917427915155,0
"g__Amedibacterium",0,0.0275973814002991,0.0620932646790842
"g__Bulleidia",0,8.48292408449386e-06,0
"`g__C-19`",0,0.00725475863169922,0
"g__Clostridium_AQ",0,-0.00861429698188901,-0.0238856983880546
"g__Dielma",0,0.00427889974082703,0
"`g__DONG20-135`",0,0.00726753859452309,0
"g__Dubosiella",0,0.00252616633160607,0
"g__Faecalibaculum",0,-0.0112800331736034,0
"g__Faecalicoccus",0,-0.00202644587776035,0
"g__Faecalitalea",0,0.0115259636739344,0.0585752890020068
"g__Holdemanella",0,-0.000981264654501201,0
"g__Holdemania",0,0.00749642119889409,0.0159960262902888
"g__Ileibacterium",0,0.0072816653927484,0
"g__Longicatena",0,-0.00773353025982896,-0.00463669498172441
"g__Massilicoli",0,-0.0385054998649309,0
"g__Merdibacter",0,-0.000399820662465393,0
"`g__NSJ-61`",0,0.0119957823244919,0
"g__Traorella",0,0.0473417467635882,0
"g__UBA636",0,0.00732055754616723,0
"g__Exiguobacterium_A",0,0.00734618041139697,0
"g__Turicibacter",0,-0.000751326745490951,0
"g__Abiotrophia",0,0.00737197925574523,0
"g__Facklamia_A_322620",0,0.00739409828056958,0
"g__Facklamia_A_322655",0,0.00741353148739978,0
"g__Granulicatella",0,0.00723804677170512,0
"g__Enterococcus_A",0,-0.0278219015607281,0
"g__Enterococcus_B",0,0.00743276765044102,0
"g__Enterococcus_D",0,0.00744454804340893,0
"g__Enterococcus_E",0,0.0307135986746967,0
"g__Enterococcus_H_360604",0,0.00532488958343736,0
"g__Companilactobacillus",0,0.0037290019467014,0
"g__Dellaglioa",-0.177538381930008,-0.0934103110828743,-0.412634350403157
"g__Fructilactobacillus",0,-0.0269163746713228,0
"g__Lacticaseibacillus",0,0.0117864099777604,0
"g__Lactiplantibacillus",0,-0.00969759489233695,0
"g__Lactobacillus",7.03012489303669e-05,0.0105322024874808,0.0282980783649778
"g__Latilactobacillus",0,-0.00916357243676793,0
"g__Leuconostoc_B",0,0.00452200136311295,0
"g__Levilactobacillus",0,0.0074526959330777,0
"g__Ligilactobacillus",0,0.000481675616197253,0
"g__Limosilactobacillus",0,0.00573723095954358,0
"g__Pediococcus",0,0.0132811153147687,0
"g__Weissella_A_338544",0,-0.0171350588872316,0
"g__Weissella_A_338546",0,-0.0333846057308625,0
"g__Lactococcus_A_343306",0,0.0074039995091099,0
"g__Lactococcus_A_343473",0,0.0011124881526809,0
"g__Lactococcus_A_346120",0,-0.00912536623091063,-8.05808099340205e-05
"g__Streptococcus",0,0.00104787739737049,0
"`g__CAG-313`",0,-0.00326288092472131,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__RF39_f__UBA660_g__",0,0.0024176762173563,0
