"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__CABJAA01",-0.0232922084007671,-0.0166973350377404,-0.0620644239727219
"g__Coprobacter",0,-0.0111206661440429,-0.0361692648987593
"g__Dysgonomonas",0,0.00430452505284318,0
"g__Seramator",0,0.140756701366602,0.071461324490287
"g__Butyricimonas",0,-0.00479719572881068,0
"g__Gabonibacter",0,-0.00523937505069615,0
"g__Odoribacter_865974",0,-0.00558064554276901,0
"`g__CAG-1031`",0,-0.040771601678245,0
"`g__CAG-485`",0,0.00107586826463066,0
"`g__CAG-873`",0,0.0449701111279413,0
"g__Duncaniella",0,-0.0214143917226055,0
"g__Limisoma",0,-0.00930153972965022,0
"g__Muribaculum",0,0.00287230821155805,0
"g__Paramuribaculum",0,-0.00166212349515097,0
"g__Sodaliphilus",0,0.00465644176875604,0
"g__UBA3263",0,0.00424534868486062,0
"g__UBA7173",0,0.00877192014347024,0
"g__Porphyromonas_A_859424",0,0.00371026350019351,0
"g__Porphyromonas_A_859426",0,0.0172091836583387,0
"g__Alistipes_A_871400",0,0.000818711258912753,0
"g__Alistipes_A_871404",0,-0.00241422881120632,0
"g__Rikenella",0,0.00833685549574336,0
"g__Tidjanibacter",0,0.0225218272069126,0.0281432592631597
"g__Parabacteroides_B_862066",0,-0.00120777445437879,0
"g__UBA11471",0,0.0158693205996226,0.00407420140055658
"g__Coprenecus",0,0.00189845479475634,0
"g__Cryptobacteroides",0,-0.0155723299719897,0
"g__Campylobacter_A",0,0.00824189348279694,0
"g__Campylobacter_B",0,0.00272906420679231,0
"g__Helicobacter_C_479931",0,0.00476323772007909,0
"g__Helicobacter_D",0,-0.0443119051328391,0
"g__SIO2C1",0,0.000784873053309323,0
"d__Bacteria_p__Cyanobacteria_c__Vampirovibrionia_o__Gastranaerophilales_f__Gastranaerophilaceae_g__",0,0.00408769711407555,0
"`g__CAG-196`",0,-0.0047189647154211,0
"g__Limenecus",0,0.00835397612581686,0
"g__Stercorousia",0,0.000504349800073087,0
"g__UBA2813",0,-0.0555957813670693,0
"g__UBA6984",0,0.00819682104499097,0
"g__Zag111",0,-0.00569292751379265,0
"g__Mucispirillum",0,0.0117501533227884,0
"g__Desulfovibrio_R_446353",0,-0.00167802295824044,0
"g__Mailhella",0,0.00471183838570219,0
"g__Nitratidesulfovibrio",0,0.0082372681001322,0
"g__UBA1436",0,-0.00472829978049585,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o___f___g__",0,-0.00542602240049847,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Acetivibrionales_f__DSM-8532_g__`",0.00126675278169097,0.0129780744835387,0.0261004562798687
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f___g__",0,0.00148018088064961,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Borkfalkiaceae_g__",0,0.00832635856721011,0
"g__Borkfalkia",0,-0.00538968501238672,0
"g__UBA1259",0,0.00868831533906108,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-138_g__`",0,-0.00639432241717431,0
"g__Aphodomorpha",0,0.000297910518512964,0
"`g__CAG-1024`",0,0.0197165275213475,0
"g__PeH17",0,0.00153761913724894,0
"g__SFDB01",0,0.00842100218791144,0
"`g__CAG-314`",0,-0.00966323223645423,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-552_g__`",0,0.00843619777824529,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-74_g__`",0,-0.00188985139361519,0
"g__Limiplasma",0,-0.0025877183080005,0
"g__Onthenecus",0,-0.00223544631414844,0
"g__SFMI01",0,0.00316093496018279,0
"`g__CAG-349`",0,0.0149308541779384,0
"`g__CAG-475`",0,-0.0064061991501623,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Christensenellaceae_g__",-0.056346001615782,-0.0290902352785958,-0.0857413309143525
"g__Christensenella",0,0.00212094285196513,0
"`g__GCA-900066905`",0,-0.0408503676357931,-0.0542038495817354
"`g__MARSEILLE-P3954`",0,0.0465762591475434,0
"g__Clostridium_J",0,0.0027405294346242,0
"g__Clostridium_P",0,0.000392476718974089,0
"g__Clostridium_T",0.00284193911488016,0.00598314962803503,0.00252911205701181
"g__Dwaynesavagella",0,0.00615044165373182,0
"g__Inconstantimicrobium",0,0.00819149878377709,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Eubacteriales_258471_f__Anaerofustaceae_g__",0,-0.00689498010864947,0
"g__Anaerofustis",0,0.00722929398366628,0
"g__Eubacterium_O_258270",0,-8.05911601906496e-05,0
"g__Ructibacterium",0,0.00845383601372901,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f___g__",0,0.010075713420489,0.00110840097342898
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Anaerotignaceae_g__",0,0.00597530343639069,0
"g__Anaerotignum_189125",0,-0.0014610684032324,0
"g__Anaerotignum_189163",0,-0.0130673521652757,0
"`g__CAG-274`",0,0.00796858513854444,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Cellulosilyticaceae_g__",0,-0.0228908965311231,0
"g__Cellulosilyticum",0,0.0080348738084344,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Lachnospiraceae_g__",0,0.000701304935965281,0
"`g__14-2`",0,0.0122161870109613,0
"`g__1XD42-69`",0,0.022285753739953,0
"g__Acetatifactor",0,0.00448669937361597,0
"g__Acetitomaculum",0,0.00792679364082473,0
"`g__AF33-28`",0,0.00487676129544247,0
"g__Agathobacter_164117",0,0.000803087115295733,0
"`g__AM51-8`",0,-0.00778277395971332,0
"g__Anaerobutyricum",0,-0.0022829132000522,0
"g__Anaerostipes",0,0.00112684802550696,0
"g__Bacteroides_F",0,0.000855675593746544,0
"g__Bariatricus",0,0.0022396230731514,0
"g__Blautia_A_141780",0,-0.000773511472012089,0
"g__Blautia_A_141781",0,0.000260939324596726,0
"g__Butyribacter",0,0.000367030535324765,0
"g__Butyrivibrio_A_180067",0,0.00505439162882908,0
"`g__CAG-127`",0,0.0103403018139101,0.0326752916450368
"`g__CAG-194`",0.0163083885083887,0.0665490442705485,0.128156757436246
"`g__CAG-317_146760`",0,-0.00237758284817256,0
"`g__CAG-45`",0,-0.000201650571371972,0
"`g__CAG-56`",0,-0.00235334928055593,0
"`g__CAG-603`",0,0.00775410063874338,0
"`g__CAG-632`",0,-0.0179409083038412,0
"`g__CAG-791`",0,0.00781343700073363,0
"`g__CAG-95`",0,0.00164281971330652,0
"g__Catenibacillus",0,0.00177209060425959,0
"g__Catonella",0,0.00789075455867005,0
"g__Choladousia",0,0.0422927824119288,0
"g__Clostridium_AP",0,-0.0101520590096074,0
"g__Clostridium_N_143832",0,-0.0186375909879731,0
"g__Clostridium_Q_134516",0,-0.00505895378713311,0
"g__Clostridium_Q_134526",0,-0.00290820426191023,0
"g__Clostridium_Q_135822",0,0.00642760924622354,0
"g__Clostridium_Q_135853",0,0.00747495701318896,0.0166921305909302
"g__COE1",0,-0.00810819854022805,0
"g__Coprococcus_A_121497",0,-0.00111547307750138,0
"g__Coprococcus_A_187866",0,-0.000977446612616374,0
"g__Copromonas",0,0.000795038785015496,0
"g__Cuneatibacter",0.0752648951773013,0.0622758287872893,0.133695212767889
"g__Dorea_A",0.00652185327568275,0.00413471692010287,0.00790259639936533
"g__Eisenbergiella",0,0.00148296673651234,0
"g__Enterocloster",0,-0.00147365513331285,0
"g__Eubacterium_F",0,0.00101390578734829,0
"g__Eubacterium_G",0,-0.00038023020729467,0
"g__Eubacterium_I",0,0.00464323630031078,0
"g__Eubacterium_J",0,0.000624259032878782,0
"g__Eubacterium_S",0,0.0150748649885638,0
"g__Extibacter",0,-0.0119710594856705,0
"g__Faecalimonas",-0.00508526228358543,-0.00647204121505737,-0.0208366936231727
"g__Fimimorpha",0,0.0779012612056234,0
"g__Fimousia",0,0.00807292599448214,0
"g__Frisingicoccus",0,-0.00589304064740861,0
"g__Fusicatenibacter",0,0.0188271033416302,0.0090251580799865
"g__G11",0,0.00812810333458654,0
"g__Hespellia",0,0.00812015128200801,0
"g__Howardella",0,-0.010742972020606,0
"g__Hungatella_A_127239",0.0124173227044327,0.0200295319552475,0.0429091302757104
"g__Hungatella_A_128155",-0.10959657801689,-0.0236834431572225,-0.0784146733560134
"g__Johnsonella",0,0.0459256170351375,0
"g__Kineothrix",0,0.0030890310166781,0
"g__Lachnoanaerobaculum",0,-0.0292102655137,0
"g__Lachnoclostridium_A_130679",0,-0.0025089465968402,0
"g__Lachnoclostridium_B",0,0.00598167763373871,0
"g__Lachnospira",0,-0.00216051370263306,0
"g__Lactonifactor",0,0.00769649861973729,0
"g__Limivivens",0,-0.00116816222038475,0
"g__Marvinbryantia",0,-0.0094561436966427,0
"g__Massilistercora",0,-0.011335743857416,0
"g__Mediterraneibacter_A_155507",0,0.00239054471455174,0
"g__Mediterraneibacter_A_155590",0,-0.00661656423524567,0
"g__Merdimonas",0,-0.00214959528299173,0
"g__Merdisoma",0,-0.00378218612067065,0
"g__Muricomes_149725",0,0.000772112801457311,0
"g__Murimonas",0,0.00807987881664158,0
"g__Oliverpabstia",-0.00265039542271247,-0.00620044377744232,-0.0188283838286921
"g__Oribacterium",0,0.00729263560010447,0
"g__Paralachnospira",0,0.00762332166865249,0
"g__Porcincola",0,0.00134439016175587,0
"g__Robinsoniella",0,0.00791630790390612,0
"g__Roseburia",0.0070874194775912,0.00506443606704033,0.0171854347225537
"g__RUG115",0,0.0024026318627965,0
"g__Ruminococcus_B",0,-0.00499784790162508,0
"g__Ruminococcus_G",0,0.0077261612183021,0
"g__Scatomonas",-0.000896355038503766,-0.0130050518173498,-0.0144215133187537
"g__Schaedlerella",0,0.00573820275118256,0
"g__Sellimonas",0,-0.00100799191657937,0
"g__Sporofaciens",0,0.00876433402639873,0
"g__UBA3282",0,0.00382101474051218,0
"g__UBA3402",0,-0.000836056877475298,0
"g__UBA9414",0,-0.00894423149846715,0
"g__UMGS1375",0,0.00838398153071095,0.0130227453415561
"g__Velocimicrobium",0,0.00759330107615168,0
"g__Ventrimonas",0,-0.00146499688299287,0
"g__Ventrisoma",0,1.63966624333879e-05,0
"g__VUNI01",0,0.00758067165383234,0
"g__Monoglobus",0,0.000110261156009861,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f___g__",0,0.00381193316644461,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Acutalibacteraceae_g__",0,0.000597435957318497,0
"g__Acutalibacter",0,0.000962745768838063,0
"g__Anaeromassilibacillus",0,0.0058831954606893,0
"g__Caccousia",-0.0418966056542945,-0.0161157547268724,-0.0505830273304471
"`g__CAG-177`",0,0.00388014546429615,0
"`g__CAG-217`",0,0.00532786672655882,0
"`g__CAG-488`",0,-0.00125203651930397,0
"`g__CAG-964`",0,0.0029194545737074,0
"g__Caproicibacterium",0,-0.0250601981822705,0
"g__Caproiciproducens",0,-0.0121841543152907,0
"g__Clostridium_A",0,0.00143085010031046,0
"g__Clostridium_E",0.289067122529203,0.154139074832186,0.414895464974282
"g__Eubacterium_R",0,-0.000506685852438224,0
"g__Fimenecus",-0.00502131717440058,-0.0101275300922842,-0.0401601261806973
"g__Hydrogeniiclostridium",0,-0.0128621019724302,0
"g__Limousia",0,0.00779716868030085,0
"g__Pseudoruminococcus_A",0,2.71507197674593e-05,0
"g__RUG762",0,0.00447019582592162,0
"g__Ruminococcus_E",0,0.00113897552640422,0
"g__Scatavimonas",0,0.00797218427194927,0
"g__Solibaculum",0,0.00466062666918607,0
"g__UBA1417",0,-0.00710629782093728,-0.0124792397873514
"g__UBA5905",0,-0.0101992701220239,0
"g__UBA737",0,0.00719736040447611,0
"g__UMGS1071",0.0586520831415133,0.0152924659257376,0.0498469469405048
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Butyricicoccaceae_g__",0,-0.0235707848904724,-0.00607494667144408
"g__Agathobaculum",0,-0.00149143151460672,0
"g__Butyricicoccus_A_77030",0,-0.00132062897644078,0
"g__Butyricicoccus_A_77419",0,0.00467073736478957,0
"g__Intestinibacillus",0,0.00804364232583334,0
"g__Pseudobutyricicoccus",0,-0.00778863997796546,0
"g__Avispirillum",0,-0.0025716024428695,0
"g__QALR01",0,0.0030121471324262,0
"g__RUG13077",0,-0.00329774846751431,0
"g__SFLA01",0,0.000293102540008696,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ethanoligenenaceae_g__",0,0.0329127873800981,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Oscillospiraceae_88309_g__",0,-0.000180510082423169,0
"`g__CAG-83`",0,0.00163115781873023,0
"g__Dysosmobacter",0,0.00297070096836502,0
"g__Enterenecus",0,0.00389170110669844,0
"g__ER4",0,0.00492333094691906,0.0134940814454356
"g__Evtepia",0,0.00184009623078225,0
"g__Faecousia",0,0.000598943829472139,0
"g__Intestinimonas",0,-0.00601229005949687,0
"g__Lawsonibacter",0,0.000632268116352827,0
"g__Limivicinus",0,2.3971335286432e-05,0
"`g__Marseille-P3106`",0,0.00822970284452769,0
"g__Onthomonas",-0.0039311991353553,-0.0117342334580561,-0.026731673626539
"g__Pseudoflavonifractor_80958",0,0.0236144263457573,0
"g__UBA2658",0.058694679822756,0.0417913625800636,0.0390370898916489
"g__Vescimonas",0,-0.000562514346145283,0
"g__WQUU01",0,-0.00650498127795134,0
"g__WRMH01",0,-0.0282612564079364,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__QAKW01_g__",-0.0303595579250295,-0.0203261503992417,-0.0208646493745626
"g__QAKW01",0,-0.0182209734538745,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ruminococcaceae_g__",0.0261203780934956,0.0172485929449934,0.0140713410377036
"g__Acetanaerobacterium",0.112271228073148,0.098449517229136,0.165888997487198
"g__Anaerofilum_74150",0,0.00071744523542608,0
"g__Anaerotruncus",0,-0.00224388462600434,0
"g__Angelakisella",0,-0.00729056595051787,0
"g__Bittarella",-0.0503318180595222,-0.0251362205853363,-0.00654853565648581
"`g__CAG-353`",0,0.0245769190455594,0
"g__Faecalibacterium",0,-0.000553145955541504,0
"g__Fimivivens",0,0.0116075927382115,0
"g__Fournierella",0,0.00842011088179618,0
"g__Gemmiger_A_73129",0,-0.00100560585929595,0
"g__Gemmiger_A_73276",0,0.00840580277223618,0
"g__Harryflintia",0.0472397312359461,0.0743756266178427,0.133002519438334
"g__Hydrogenoanaerobacterium",0,-0.0145776469934143,0
"`g__Marseille-P2935`",0,-0.0206734131582869,0
"g__Massiliimalia_59888",0,-0.0189778178666962,0
"g__Massiliimalia_59910",0,-0.0230928921260412,0
"g__Massilioclostridium",0,0.0135054896194108,0
"g__Negativibacillus",0,0.00172479840513612,0
"g__Neobittarella",0,-0.0130758280346935,0
"g__Paludicola",0,-0.000902435737188075,0
"g__Phocea",0,-0.00866242814643477,0
"g__Pygmaiobacter",0,0.00207343926900195,0
"g__QAMM01",0,0.0100740784050134,0
"g__Ruminiclostridium_E",0,-0.00190956103615531,0
"g__Ruminococcus_C_58660",0,-0.00258273818012325,0
"g__Ruminococcus_C_59129",0,0.0147174840880893,0.00621998966550425
"g__Ruminococcus_D",0,0.00514418164248937,0
"g__Ruminococcus_F",0,0.0131532292154887,0
"g__Ruthenibacterium",0,-0.0060596410803343,-0.00747595823089646
"g__Soleaferrea",0,-0.00105314229224572,0
"g__UBA1394",0,0.00746915780347787,0
"g__UBA946",0,0.0083024062389587,0
"g__UBA644",0,0.00268471478579799,0
"g__WRAI01",0,-0.0214149712311661,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f___g__",0,0.00815676065460458,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Anaerovoracaceae_g__",0,0.00484265570852548,0.0149258928247799
"g__Alterileibacterium",0,0.00802639069763334,0
"g__BX12",0,-0.00687285823063196,0
"g__Copromorpha",0,0.00194449058964747,0
"g__Emergencia",0,0.0145899430496854,0
"g__Eubacterium_B",0,0.0727055756091653,0
"g__Eubacterium_M",0,-0.0245746237880975,0
"g__Eubacterium_N",0,0.0182009624200966,0
"g__Hornefia",0,-0.0786803755230396,0
"g__Mogibacterium",0,-0.0135417859601969,0
"g__PHAE01",0,0.0414843234276768,0
"g__RUG11894",0,0.00786857619378111,0
"`g__S5-A14a`",0,0.00836295960472064,0
"g__VUNA01",0.116442004552328,0.0351086040363533,0.0908991589914694
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Peptostreptococcaceae_256921_g__",0,-0.00416806728316683,0
"`g__CCUG-7971`",0,0.00238486271928576,0
"g__Clostridioides_A",0,0.00777295356248176,0
"`g__GCA-900066495`",0,0.0025705547502498,0
"g__Intestinibacter",0,0.00983071519245237,0.0261555299724297
"g__Paraclostridium",0,-0.00206612222642704,0
"g__Peptacetobacter",0,0.00803514350802461,0
"g__Peptostreptococcus",0,-0.00163016671632302,0
"g__Romboutsia_B",0,-0.00504824614731582,0
"g__Romboutsia_D",0,0.0254650407614198,0
"g__Terrisporobacter",0,0.0110474195523337,0
"g__SFGY01",0,0.0076579682211985,0
"g__Fastidiosipila",0,-0.0439160372803201,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__TANB77_f__CAG-508_g__`",-0.00868252867846737,-0.00833484846149013,-0.0379529142325861
"`g__CAG-269`",0,-0.00107301017763507,0
"`g__CAG-273`",0,-0.00553942620398788,0
"`g__CAG-793`",0,0.0336824902941463,0
"g__Merdicola",0,0.00276882190361293,0
"g__UMGS1994",0,0.00382671131808511,0
"g__Anaerococcus",0,-0.00547009166201069,0
"g__Ezakiella",0,-0.0302077191396416,0
"g__Fenollaria",0,-0.0102492950932382,0
"g__Finegoldia",0,-0.0232800614332616,0
"g__KA00134",0,0.00779573568003929,0
"g__Lagierella",0,0.00392443124401342,0
"g__Murdochiella_225299",0,0.0026654537845759,0
"g__Murdochiella_225317",0,0.00792945070965977,0
"g__Parvimonas",0.0374310547256835,0.0424613978356673,0.0277706454082995
"g__Peptoniphilus_A",0,-0.00445142420212635,0
"g__Peptoniphilus_B_226777",0,0.0200340140294614,0
"g__Peptoniphilus_C",0,-0.0133704003145393,0
"g__Peptoniphilus_E",0,0.00804811071306217,0
"g__Urinicoccus",0,0.00268031877863224,0
"g__W5053",0,0.00802243765102841,0
"`g__CAG-41`",0,0.00391184181470481,0
"d__Bacteria_p__Firmicutes_B_370539_c__Dehalobacteriia_o__Dehalobacteriales_f__Dehalobacteriaceae_g__",0,-0.050903642681754,-0.031237625795803
"`g__BICA1-8`",0,-0.0444876306750339,-0.00123084399146004
"g__Peptococcus",0,-0.00617392020445123,0
"g__Acidaminococcus",0,0.00520423385029481,0
"g__Phascolarctobacterium_A",0,0.00162348613746683,0
"g__Massilibacillus",0,-0.00481345484821389,0
"g__Anaerovibrio",0,-0.026115517117456,0
"g__Centipeda",0,0.0080394444014236,0
"g__Megamonas",0,0.00808360724598489,0
"g__Mitsuokella",0,0.000191655838874507,0
"g__Allisonella",0,0.0037809888430249,0
"g__Dialister",0,-0.000271953398051384,0
"g__UBA5809",0,0.00814171352146023,0
"g__Anaeroglobus",0,-0.111735022275202,0
"g__Caecibacter",0,0.0541063976266612,0.0421793199029892
"g__Megasphaera_A_38685",0,0.00287141407869573,0
"g__Megasphaera_A_38692",0,0.00819265422668587,0
"d__Bacteria_p__Firmicutes_C_c__Negativicutes_o__Veillonellales_f__Negativicoccaceae_g__",0.179332512113715,0.140285678958131,0.341788244705801
"g__Negativicoccus",0,0.0137953076877604,0
"g__Veillonella_A",0,0.00520548150780521,0
"`g__CAG-307`",0,0.00824236340936763,0
"g__Rummeliibacillus",0,0.00825461852289675,0
"g__Weizmannia",0,0.0457685878287898,0.0441391043632681
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Bacillales_B_306089_f__Anoxybacillaceae_g__",0,0.161095330075102,0
"g__Geobacillus",0,0.00822716694733122,0
"g__Bacillus_P_294101",0,0.00196214878816452,0
"g__Bacillus_A",0,-0.0542441256640646,0
"g__Sporolactobacillus",0,-0.0218634866389382,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Erysipelotrichales_f__Coprobacillaceae_g__",0,-0.00257799737782798,0
"g__Beduini",0,0.00814397242130246,0
"g__Catenibacterium",0,0.00137829537193993,0
"g__Coprobacillus",0,-0.0104723122447384,0
"g__Erysipelatoclostridium",0,0.00098712115165096,0
"g__Faecalibacillus",0,-0.000923600082790525,0
"g__Fimiplasma",0,0.00949481189570393,0
"g__Longibaculum",0,-0.000379887868636274,0
"g__Stoquefichus",0,-0.069195091122209,-0.108264307298477
"g__Absicoccus",0,-0.0140286079091871,0
"g__Allobaculum",0,0.00811077798851026,0
"g__Amedibacillus",0,6.72020473353008e-05,0
"g__Amedibacterium",0,0.0361835913196452,0
"g__Bulleidia",0,0.00153896307891752,0
"`g__C-19`",0,0.00812550038952565,0
"g__Clostridium_AQ",0,-0.0117832648588706,-0.0218151470220595
"g__Dielma",0,0.00814209093290635,0
"`g__DONG20-135`",0,0.00818533403077029,0
"g__Dubosiella",0,-0.00313839480440276,0
"g__Faecalibaculum",0,-0.0194373437125645,0
"g__Faecalicoccus",0,-0.000235259153313659,0
"g__Faecalitalea",0,0.0121429139423268,0
"g__Holdemanella",0,-0.00186734925859803,0
"g__Holdemania",0,0.00918290102702402,0
"g__Ileibacterium",0,0.00827459771253188,0
"g__Longicatena",-0.00558238978251722,-0.0112070795868769,-0.0108480740743295
"g__Massilicoli",-0.0524399714170192,-0.0521759833140707,0
"g__Merdibacter",0,-0.00190837643594376,0
"`g__NSJ-61`",0,0.0181621577707947,0
"g__Traorella",0,0.0555122518921521,0
"g__UBA636",0,0.00842273448158926,0
"g__Exiguobacterium_A",0,0.00848372192268627,0
"g__Turicibacter",0,-0.00156373219077288,0
"g__Abiotrophia",0,0.00853488818407864,0
"g__Facklamia_A_322620",0,0.00856573151189739,0
"g__Facklamia_A_322655",0,0.00858472796544091,0
"g__Granulicatella",0,0.0101473802473391,0
"g__Enterococcus_A",0,-0.0356794051339412,0
"g__Enterococcus_B",0,0.00857383047291878,0
"g__Enterococcus_D",0,0.00857917339073074,0
"g__Enterococcus_E",0,0.0357148474733576,0
"g__Enterococcus_H_360604",0,0.00612514732356449,0
"g__Companilactobacillus",0,0.00429307166352077,0
"g__Dellaglioa",-0.205130284369057,-0.118576000416328,-0.289901564322037
"g__Fructilactobacillus",0,-0.0307219764783761,0
"g__Lacticaseibacillus",0.0394629398952061,0.0175692449519814,0.06373377744416
"g__Lactiplantibacillus",0,-0.0118648502760377,0
"g__Lactobacillus",0.0167970634351516,0.0137041796874818,0.0512572901859823
"g__Latilactobacillus",0,-0.0118008282728397,0
"g__Leuconostoc_B",0,0.00465900779656262,0
"g__Levilactobacillus",0,0.00850814656199457,0
"g__Ligilactobacillus",0,-0.000221747113393269,0
"g__Limosilactobacillus",0,0.00676655813976253,0
"g__Pediococcus",0,0.0209823012009403,0
"g__Weissella_A_338544",0,-0.0246302934092177,0
"g__Weissella_A_338546",0,-0.0428500932805752,0
"g__Lactococcus_A_343306",0,0.00834387176304872,0
"g__Lactococcus_A_343473",0,-0.00675389380310406,0
"g__Lactococcus_A_346120",-0.00330341053061995,-0.0126731923763805,-0.0289804260285257
"g__Streptococcus",0,0.00154366998696094,0
"`g__CAG-313`",0,-0.00488723910689272,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__RF39_f__UBA660_g__",0,0.00312879703346726,0
"`g__CAG-302`",0,0.0050409042158001,0
"`g__CAG-417`",0.00586339513270745,0.0138572441852698,0.0228550976959874
"`g__CAG-628`",0,0.0041528186592741,0
"`g__CAG-710`",0,0.00834272532619733,0
"g__Coprosoma",0,-0.0229445749480543,0
"g__Onthocola_B",0,0.0148980285115671,0
"g__RUG13038",0,0.00263759416298631,0
"g__Scybalousia",0,-0.0204221841936648,0
"g__UBA2730",0,0.00841085396356592,0
"g__UBA3789",0,0.000318304307991543,0
"g__UBA5026",0,-0.0187002513783758,0
"g__UBA6985",0,0.0191182439751157,0
"g__UMGS1449",0,0.0106365655907084,0
"g__UMGS872",0,0.019778081757485,0
"`g__CAG-345`",0,0.0085049587480497,0
"g__Scatoplasma",0,0.00859038641938512,0
"g__Enteromonas",0,0.00866756405365045,0
"g__Gemella",0,0.00346081015121307,0
"g__Staphylococcus",0,-0.0125628525963786,0
"g__DTU012",0,0.0065307130277804,0
