"Variable","Lasso_Beta","Ridge_Beta","Enet_Beta"
"g__Alloscardovia",0,-0.0288499268406226,0
"g__Bifidobacterium_388775",0,-0.00399548993588642,0
"g__Scardovia",0,0.318480786595724,0
"g__Arthrobacter_I_385749",0,0.204727096301016,0.206733637097851
"g__Kocuria",0,0.0538027699327465,0
"g__Rothia",0,-0.0359202459445794,0
"g__Specibacter",0,-0.203868045218699,0
"g__Corynebacterium",0,0.0147263462483329,0
"g__Lawsonella",0,0.109063849354485,0
"g__Atopobium",0,0.026768437952,0
"g__Fannyhessea",0,0.272836660030699,0
"g__Lancefieldella",0,0.0388577569204807,0
"`g__NM07-P-09`",0,0.0904890188729095,0
"g__Olegusella",0,0.0533195077084052,0
"g__Parolsenella",0.000897329427537789,0.0355401581184227,0
"g__Thermophilibacter",-0.0788493779091015,-0.185581105624856,-0.3343671691373
"g__UBA1367",0,0.0199076392609429,0
"g__Collinsella",0.0274562333000665,0.0173859999374644,0.0283647052358402
"g__Adlercreutzia_404199",0,0.0627026645527848,0.176157388008072
"g__Adlercreutzia_404218",0,0.0531222048373952,0
"g__Adlercreutzia_404257",0,-0.00933025714301876,0
"`g__CAG-1427`",0,-0.00406632802420459,0
"g__Cryptobacterium",0,0.052936290038457,0
"g__Eggerthella",0.0982676712918014,0.00624413172830784,0.150435073132227
"g__Ellagibacter",0,-0.0248802100865764,0
"g__Gordonibacter",0,-0.0175005621182873,0
"g__Paraeggerthella",0,-0.0693466270431667,0
"g__Raoultibacter",-0.0715447031002984,-0.0309907925152334,-0.191060163232726
"g__Rubneribacter",0,0.052636862586171,0
"g__Senegalimassilia",0,0.0290137902339974,0
"g__Slackia_A",0,-0.0245768010874789,0
"g__QAMH01",0,-0.0661029497874423,0
"g__Alloprevotella",0,0.00211623914765257,0
"g__Bacteroides_H",0,-0.000640957893921811,0
"g__Paraprevotella",0,-0.0228306040129713,-0.00959156306787853
"g__Phocaeicola_A_858004",0,-0.00653791737979997,0
"g__Prevotella",0,0.000761362318154738,0
"g__Barnesiella",-0.00346471408701649,-0.00458087288384447,0
"g__CABJAA01",0,-0.0189684499460303,0
"g__Coprobacter",-0.301673513391214,-0.0443903010852843,-0.306713919769951
"g__Dysgonomonas",0,0.0262186920493237,0
"g__Seramator",0,0.324427359102894,0
"g__Butyricimonas",0,-0.0142389225610769,0
"g__Gabonibacter",0,0.017917861036307,0
"g__Odoribacter_865974",0,-0.0182577030947892,0
"`g__CAG-1031`",0,-0.102689979660926,0
"`g__CAG-485`",0,-0.00463717002373108,0
"`g__CAG-873`",0,0.222036167839091,0.117039947936882
"g__Duncaniella",0,-0.0542187091532311,0
"g__Limisoma",0,0.0304321197112378,0
"g__Muribaculum",0,-0.00961244394996599,0
"g__Paramuribaculum",-0.0983242489909754,-0.0230348377299256,-0.0807661477173253
"g__Sodaliphilus",0,-0.00888254294951213,0
"g__UBA3263",0,0.0261151346559182,0
"g__UBA7173",0,0.0083407297602108,0
"g__Porphyromonas_A_859424",0,-0.0152117184819583,0
"g__Porphyromonas_A_859426",0,-0.0336332911894007,0
"g__Alistipes_A_871400",0,-0.00480108298699637,0
"g__Alistipes_A_871404",0,-0.0171413788201177,0
"g__Rikenella",0,0.0124623262382956,0
"g__Tidjanibacter",0,0.00387498909499632,0
"g__Parabacteroides_B_862066",0,-0.00807835614787479,0
"g__UBA11471",0,0.0432823238695835,0
"g__Coprenecus",0,0.00105438894094201,0
"g__Cryptobacteroides",0,0.012622230922853,0
"g__Campylobacter_A",0,0.0519372178686164,0
"g__Campylobacter_B",0,-0.0190631809736228,0
"g__Helicobacter_C_479931",0,-0.00536189901677044,0
"g__Helicobacter_D",0,-0.096819774514045,0
"g__SIO2C1",0,0.00192502065976054,0
"d__Bacteria_p__Cyanobacteria_c__Vampirovibrionia_o__Gastranaerophilales_f__Gastranaerophilaceae_g__",0,-0.0473566841123342,0
"`g__CAG-196`",-0.00477317682391723,-0.0590569416980078,-0.0193092633928797
"g__Limenecus",0,0.00933279538707053,0
"g__Stercorousia",0,-0.0120204849092899,0
"g__UBA2813",0,-0.154483544184212,0
"g__UBA6984",0,0.0516418719813374,0
"g__Zag111",0,-0.0162405906656391,0
"g__Mucispirillum",0,0.0153851594430295,0
"g__Desulfovibrio_R_446353",0,-0.00830390695235918,0
"g__Mailhella",0.127029749270785,0.0860957993152894,0.195754394911306
"g__Nitratidesulfovibrio",0,0.0515165319825893,0
"g__UBA1436",0,0.0234893055875502,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o___f___g__",0,-0.0148751021528823,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Acetivibrionales_f__DSM-8532_g__`",0.0767909669843793,0.0296865570947754,0.0830541121029703
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f___g__",0,0.0330563833014502,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Borkfalkiaceae_g__",0,0.0514147199972431,0
"g__Borkfalkia",0,-0.0122244706099455,0
"g__UBA1259",0,0.00984158507596231,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-138_g__`",0,-0.00998414580403306,0
"g__Aphodomorpha",0,-0.0453726636385553,-0.136133321230752
"`g__CAG-1024`",0,0.00471658320697133,0
"g__PeH17",0,-0.00322274731903019,0
"g__SFDB01",0,-0.0853156709753949,0
"`g__CAG-314`",0,-0.055795785547526,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-552_g__`",0,0.051389299661568,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__CAG-74_g__`",0,-0.00173749614559394,0
"g__Limiplasma",0,-0.0108418208250697,0
"g__Onthenecus",0,-0.0014864240726554,0
"g__SFMI01",0,0.00411135415659742,0
"`g__CAG-349`",0,0.106758459492765,0
"`g__CAG-475`",0,-0.0345373817149316,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Christensenellales_f__Christensenellaceae_g__",-0.0197491945326999,-0.0321691867216992,-0.102459192029673
"g__Christensenella",0,-0.0133452348667891,-0.0263223096730194
"`g__GCA-900066905`",0,-0.0659933361097693,0
"`g__MARSEILLE-P3954`",0,-0.0365914032416434,0
"g__Clostridium_J",0,0.0170725276003016,0
"g__Clostridium_P",0,0.0154187319820348,0
"g__Clostridium_T",0,0.00818073300319659,0
"g__Dwaynesavagella",0,0.00441519072641903,0
"g__Inconstantimicrobium",0,0.0512449421489253,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Eubacteriales_258471_f__Anaerofustaceae_g__",0,-0.0113941513791718,0
"g__Anaerofustis",0,0.0357524381865978,0.0125062053138989
"g__Eubacterium_O_258270",0,-0.0223494526349858,0
"g__Ructibacterium",0,0.00250759544577501,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f___g__",0,0.00386242523131571,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Anaerotignaceae_g__",0.0538339439421229,0.020552851661209,0.0851683896072652
"g__Anaerotignum_189125",0,-0.00893251833149783,0
"g__Anaerotignum_189163",0,-0.0501391242917919,0
"`g__CAG-274`",0,0.0146649143762309,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Cellulosilyticaceae_g__",0,0.0255898363974975,0
"g__Cellulosilyticum",0,0.0511588498328114,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Lachnospirales_f__Lachnospiraceae_g__",0,0.000866376776878888,0.00258831198712332
"`g__14-2`",0,0.0388900154543672,0
"`g__1XD42-69`",0,0.0429901692654245,0
"g__Acetatifactor",0,0.00561114199284637,0
"g__Acetitomaculum",0,0.0512024061843087,0
"`g__AF33-28`",0,0.0511469536225252,0
"g__Agathobacter_164117",0,-0.00158314038315599,0
"`g__AM51-8`",0,-0.0104142806513147,0
"g__Anaerobutyricum",0,-0.0101003047577205,0
"g__Anaerostipes",0,0.00610885588511282,0
"g__Bacteroides_F",0,0.0269345947176423,0
"g__Bariatricus",0,0.0117154763224722,0
"g__Blautia_A_141780",0,-0.00161365260523042,0
"g__Blautia_A_141781",0,0.00324369293856616,0
"g__Butyribacter",0,-0.00953192752393268,0
"g__Butyrivibrio_A_180067",0,0.0096599774979503,0
"`g__CAG-127`",0.0193574641162642,0.0217612080765371,0.0406832027694914
"`g__CAG-194`",0,0.049525517858288,0
"`g__CAG-317_146760`",0,0.000652829356842579,0
"`g__CAG-45`",0,0.008103203312668,0
"`g__CAG-56`",0,-0.0664987985487877,-0.00782387370440454
"`g__CAG-603`",0,0.0511372028503361,0
"`g__CAG-632`",0,-0.0510871929567806,0
"`g__CAG-791`",0,0.037848037672714,0
"`g__CAG-95`",0,-0.00839855126643545,0
"g__Catenibacillus",0,0.00142456383553909,0
"g__Catonella",0,0.0512037387705877,0
"g__Choladousia",0,-0.016667302521152,0
"g__Clostridium_AP",0,-0.0111166577050064,0
"g__Clostridium_N_143832",0,-0.0341904168041374,0
"g__Clostridium_Q_134516",0,-0.0236621092821248,0
"g__Clostridium_Q_134526",0,-0.0760660706636257,-2.0848221438316e-05
"g__Clostridium_Q_135822",0,0.0217676117174869,0
"g__Clostridium_Q_135853",0,0.00816714391968863,0
"g__COE1",-0.00378499295892226,-0.0378305789720892,0
"g__Coprococcus_A_121497",0,-0.00663314216501268,0
"g__Coprococcus_A_187866",0.0371115055228108,0.0281165084536987,0.0456057915616779
"g__Copromonas",0,-0.00505504670532874,0
"g__Cuneatibacter",0,-0.0812905898804687,0
"g__Dorea_A",0.0253130960129597,0.00712005133470093,0.0334938763521703
"g__Eisenbergiella",0,0.00578014109782297,3.81272828900906e-05
"g__Enterocloster",0,-0.00692411975084515,-0.010775103267575
"g__Eubacterium_F",0,-0.00498249089987683,0
"g__Eubacterium_G",0,0.0196013528355451,0
"g__Eubacterium_I",0,0.0116222749238273,0
"g__Eubacterium_J",0,-0.00522699123787791,0
"g__Eubacterium_S",0,0.100011339389446,0
"g__Extibacter",-0.396243452893923,-0.0818610134258337,-0.497116225865772
"g__Faecalimonas",0,-0.00890578073192068,0
"g__Fimimorpha",0,0.0850419209369903,0
"g__Fimousia",0,0.0512057011882165,0
"g__Frisingicoccus",0,-0.0421604355835549,-0.0173327998734487
"g__Fusicatenibacter",0,0.0447197672097682,0
"g__G11",0,0.0252589390159228,0
"g__Hespellia",0,0.051402248602822,0
"g__Howardella",0,-0.0116030566098249,0
"g__Hungatella_A_127239",0.122467370017478,0.0524992065199978,0.16755089250731
"g__Hungatella_A_128155",0,-0.0223006116521997,0
"g__Johnsonella",0,0.100542875392558,0
"g__Kineothrix",0,0.000549328909953594,0
"g__Lachnoanaerobaculum",0,-0.130741476856057,-6.89438059911215e-05
"g__Lachnoclostridium_A_130679",0,0.00432075432486613,0.00839980352733787
"g__Lachnoclostridium_B",0,0.0123068712675675,0
"g__Lachnospira",0,-0.00637602406850003,0
"g__Lactonifactor",0,-0.0190064070527715,0
"g__Limivivens",0,0.00109506819077448,0
"g__Marvinbryantia",0,-0.00637194330103186,0
"g__Massilistercora",-0.0662397775556487,-0.0337038732062192,-0.0725038988167732
"g__Mediterraneibacter_A_155507",0,0.00961259256714279,0
"g__Mediterraneibacter_A_155590",0,-0.0056062910657123,-0.00116184768155296
"g__Merdimonas",0,0.0259060241525156,0
"g__Merdisoma",-0.0451908519333181,-0.0254545462550428,-0.0295189496735102
"g__Muricomes_149725",0,-0.034304411874571,0
"g__Murimonas",0,0.0517279856289026,0
"g__Oliverpabstia",-0.0661118499567782,-0.016914579829288,-0.0842855841324106
"g__Oribacterium",0,0.0194617092556296,0
"g__Paralachnospira",0,0.0609055148229693,-0.0283503856592293
"g__Porcincola",-0.0349416375871001,-0.0138850078628004,-0.0288649276101529
"g__Robinsoniella",0,0.0520179285013161,0
"g__Roseburia",0.0556577896198655,0.0194226293373733,0.056303608883698
"g__RUG115",0,-0.00310610287095898,0
"g__Ruminococcus_B",0,-0.00535337480718303,0
"g__Ruminococcus_G",0,-0.0581293599749833,0
"g__Scatomonas",-0.0518054549982291,-0.0240936545944263,-0.110421243156283
"g__Schaedlerella",0,0.000542490277429118,0
"g__Sellimonas",0,-0.0093647848143981,0
"g__Sporofaciens",0,-0.0508426279862751,0
"g__UBA3282",0,0.0821690758922454,0
"g__UBA3402",0,-0.0108972762975868,0
"g__UBA9414",0,-0.0151453135462425,0
"g__UMGS1375",0.151228516138895,0.0232661335264777,0.167880088523271
"g__Velocimicrobium",0,0.0524903421799455,0
"g__Ventrimonas",0,-0.00685745349758993,0
"g__Ventrisoma",0,-0.0239185406316515,0
"g__VUNI01",0,0.0527090357408759,0
"g__Monoglobus",0,-0.0027398524330382,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f___g__",0,-0.0661738492329696,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Acutalibacteraceae_g__",0,0.00538462957893952,0
"g__Acutalibacter",0,0.00586408508418528,0
"g__Anaeromassilibacillus",0,-0.00798191870490875,0
"g__Caccousia",0,-0.0270360533411851,0
"`g__CAG-177`",0.0641709773998085,0.0168172256408835,0.0436844505643889
"`g__CAG-217`",0.0485343037303416,0.0038632647545795,0.0968259976834819
"`g__CAG-488`",0,-0.00253865885414261,0
"`g__CAG-964`",-0.070658405078911,-0.043901480549076,-0.0891393082301842
"g__Caproicibacterium",0,-0.0405158959089279,0
"g__Caproiciproducens",0,0.0171150374365605,0
"g__Clostridium_A",0,-0.00996347580621395,0
"g__Clostridium_E",0,0.0777441162952525,0
"g__Eubacterium_R",0,0.00281245850592652,0.00362836918872411
"g__Fimenecus",0,-0.0216569608658537,0
"g__Hydrogeniiclostridium",0,-0.0158588776999905,0.0698629923209783
"g__Limousia",0,0.0530967819807708,0
"g__Pseudoruminococcus_A",0,0.00546750531580046,0
"g__RUG762",0,-0.0814995608548711,0
"g__Ruminococcus_E",0,-0.00234563359358589,0
"g__Scatavimonas",0,0.0533431086482847,0
"g__Solibaculum",0,-0.0164642969428295,-0.0707525478428527
"g__UBA1417",0,-0.0143168608167387,0
"g__UBA5905",-0.0900429722387075,-0.0287090397054056,-0.0819288221658057
"g__UBA737",0,-0.000796640309047266,0
"g__UMGS1071",0,0.0189800859273491,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Butyricicoccaceae_g__",0,-0.0698656052564054,0
"g__Agathobaculum",0,-0.00329927479803008,-0.00700100005003395
"g__Butyricicoccus_A_77030",0,-0.0215516471535846,-0.0536648852034786
"g__Butyricicoccus_A_77419",0,0.0253813762064654,0.0647988195745949
"g__Intestinibacillus",0,0.0535966883518547,0
"g__Pseudobutyricicoccus",0,0.0345532403927295,0
"g__Avispirillum",0,-0.0131605971088459,0
"g__QALR01",0,-0.00269408800645752,0
"g__RUG13077",0,-0.0248404288328371,0
"g__SFLA01",0,-0.0269596394831048,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ethanoligenenaceae_g__",0,0.0223177194169247,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Oscillospiraceae_88309_g__",0,0.0117887757770463,0
"`g__CAG-83`",0,0.00172453422760485,0
"g__Dysosmobacter",0,0.0105169627440304,0.0226101784943255
"g__Enterenecus",0,0.000653953759556465,0
"g__ER4",0,0.00273725325371662,0
"g__Evtepia",0.040496179722792,0.0248800496308353,0.0938723523794353
"g__Faecousia",0,0.000226066604075667,0
"g__Intestinimonas",0,-0.00213218578054541,0
"g__Lawsonibacter",0,0.00519726934178508,0
"g__Limivicinus",0,-0.00265319251034974,0
"`g__Marseille-P3106`",0,0.0540552934781336,0
"g__Onthomonas",-0.0690720597435391,-0.027245147398974,-0.0557520167154398
"g__Pseudoflavonifractor_80958",0,0.0157030964259842,0
"g__UBA2658",0,0.0510309426050154,0
"g__Vescimonas",0,-0.00845116054554649,0
"g__WQUU01",0,-0.0559472552451197,0
"g__WRMH01",-0.026249495762798,-0.0480145510599247,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__QAKW01_g__",0,0.00490285099936729,0
"g__QAKW01",0,-0.0419145583853297,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Oscillospirales_f__Ruminococcaceae_g__",0,0.0676029980029042,0
"g__Acetanaerobacterium",0.786596309161415,0.16765081940624,0.983425036555934
"g__Anaerofilum_74150",0,0.0272495193105489,0
"g__Anaerotruncus",0,-0.0121692345466644,0
"g__Angelakisella",0,-0.0161428504420012,0
"g__Bittarella",0,-0.00496964785916693,0
"`g__CAG-353`",-0.264087341411304,-0.00268425729893218,-0.358461779316776
"g__Faecalibacterium",0,0.000225844891659235,0
"g__Fimivivens",0,-0.0291070482472877,0
"g__Fournierella",0,0.0542807792765541,0
"g__Gemmiger_A_73129",0,0.00116992651479638,0
"g__Gemmiger_A_73276",0,0.0363591901809018,0
"g__Harryflintia",0,0.001878554021526,0
"g__Hydrogenoanaerobacterium",0,0.0978435402529414,0
"`g__Marseille-P2935`",0,-0.107666867113145,0
"g__Massiliimalia_59888",0,-0.0308979849594441,0
"g__Massiliimalia_59910",0,-0.184624804999899,-0.25578363704382
"g__Massilioclostridium",0,0.0036583888262819,0
"g__Negativibacillus",0.0347817787463792,0.00624063958723503,0.0558155874956671
"g__Neobittarella",0.0908008348332808,0.0308078096155802,0.0785868395015076
"g__Paludicola",0,-0.0116611919811129,0
"g__Phocea",-0.0302010106239477,-0.0144187821636366,-0.0970306021535211
"g__Pygmaiobacter",0.156798808353498,0.124472348243282,0.27895374905675
"g__QAMM01",0,-0.0293059172673236,0
"g__Ruminiclostridium_E",0,0.000612347754011464,0
"g__Ruminococcus_C_58660",0,-0.00877382742662735,0
"g__Ruminococcus_C_59129",0,0.0414504359394407,0
"g__Ruminococcus_D",0,0.00785463105195626,0
"g__Ruminococcus_F",0.174178822332602,0.101599045965878,0.164927536229102
"g__Ruthenibacterium",-0.0353282821523185,-0.00988594920759733,-0.059792189053907
"g__Soleaferrea",0.0188710042332471,0.0556009743492187,0.110168869589442
"g__UBA1394",0,0.00404061446631535,0
"g__UBA946",0,0.0545009433149488,0
"g__UBA644",0,0.00544067558632312,0
"g__WRAI01",0,-0.0226467865643783,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f___g__",0,-0.0589264085537282,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Anaerovoracaceae_g__",0.168572338379893,0.0166816180634441,0.20609552749056
"g__Alterileibacterium",0,0.0545452304158532,0
"g__BX12",0,0.0116141665648992,0
"g__Copromorpha",0,-0.0124284740545835,0
"g__Emergencia",0,0.0436495854920578,0
"g__Eubacterium_B",0,0.0894933100406868,0
"g__Eubacterium_M",0,0.0182524667956844,0
"g__Eubacterium_N",0,0.0549607410101721,0
"g__Hornefia",0,-0.237883093587129,0
"g__Mogibacterium",0,-0.0179322479334975,0.0670381618681138
"g__PHAE01",0,0.19873008721134,0.340923885556694
"g__RUG11894",0,0.054636821398711,0
"`g__S5-A14a`",0,-0.102598583883311,-0.0101172360582513
"g__VUNA01",0.00113372050001267,0.0630607450898663,0
"d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__Peptostreptococcales_f__Peptostreptococcaceae_256921_g__",0,-0.0185410149970004,-0.001443883297732
"`g__CCUG-7971`",0,0.0231979811812885,0.00772286797069703
"g__Clostridioides_A",0,0.0546525401634786,0
"`g__GCA-900066495`",0,0.0182122947675201,0
"g__Intestinibacter",0.126333444950306,0.0283937288902767,0.189966445835467
"g__Paraclostridium",0,0.00443270680972463,0
"g__Peptacetobacter",0,0.003223850888394,0
"g__Peptostreptococcus",0.102758202438205,0.0964413786869177,0.331565508736221
"g__Romboutsia_B",0,-0.00759214033451996,0
"g__Romboutsia_D",0,0.0289096105168558,0.0447253229466431
"g__Terrisporobacter",0,0.0209746143779883,0
"g__SFGY01",0,0.054609418398674,0
"g__Fastidiosipila",0,0.0260605788630081,0
"`d__Bacteria_p__Firmicutes_A_c__Clostridia_258483_o__TANB77_f__CAG-508_g__`",0,-0.0239700073165779,-4.27635357491912e-08
"`g__CAG-269`",0,-0.00581317350454822,0
"`g__CAG-273`",0,0.0045747230837587,0
"`g__CAG-793`",0.126458460159851,0.139647217462201,0.275771136012232
"g__Merdicola",0,0.0011822192290432,0
"g__UMGS1994",0,0.0272979451023907,0
"g__Anaerococcus",0,0.0081246033151286,0
"g__Ezakiella",0,-0.0828836015617784,0
"g__Fenollaria",0,-0.00691742154956924,0
"g__Finegoldia",0,-0.0774756360641876,0
"g__KA00134",0,0.0545817330137991,0
"g__Lagierella",0,0.0272812052429789,0
"g__Murdochiella_225299",0,0.0613280193648227,0
"g__Murdochiella_225317",0,0.0545582051161347,0
"g__Parvimonas",0.187288165864577,0.0736674167431832,0.30903677210844
"g__Peptoniphilus_A",0,0.0195397749660598,0
"g__Peptoniphilus_B_226777",0,0.0777321850702553,0
"g__Peptoniphilus_C",0.136801487797362,0.0419830217722003,0.325471126637534
"g__Peptoniphilus_E",0,0.0545991603908781,0
"g__Urinicoccus",0,0.0181791358297788,0
"g__W5053",0,0.0544570697901694,0
"`g__CAG-41`",0,0.0202948896665056,0.00399157029998331
"d__Bacteria_p__Firmicutes_B_370539_c__Dehalobacteriia_o__Dehalobacteriales_f__Dehalobacteriaceae_g__",0,-0.0941633319129466,0
"`g__BICA1-8`",0,-0.0619251180926722,0
"g__Peptococcus",0,0.00573352492859567,0
"g__Acidaminococcus",0,0.0127081899811691,0
"g__Phascolarctobacterium_A",0,-0.00901370353651356,0
"g__Massilibacillus",0,0.00785845365732163,0
"g__Anaerovibrio",0,0.0307636725459264,0
"g__Centipeda",0,0.0543268707541475,0
"g__Megamonas",0,0.0542277090977762,0
"g__Mitsuokella",0,0.0224657838984078,0
"g__Allisonella",0,0.00405824890255919,0
"g__Dialister",0,0.00370770977107391,0
"g__UBA5809",0,0.0397981798298662,0
"g__Anaeroglobus",0,-0.227250365017352,0
"g__Caecibacter",0.607595863575194,0.133848655425537,0.444473952467378
"g__Megasphaera_A_38685",0.0514351568796651,0.0240649567650026,0.104273392490683
"g__Megasphaera_A_38692",0,0.054058029461562,0
"d__Bacteria_p__Firmicutes_C_c__Negativicutes_o__Veillonellales_f__Negativicoccaceae_g__",0.44823628728576,0.219535120923365,0.554886211221235
"g__Negativicoccus",0,-0.0872274004472086,0
"g__Veillonella_A",0.0574922692405199,0.0171375326976269,0.10030568443584
"`g__CAG-307`",0,0.0539209854808454,0
"g__Rummeliibacillus",0,0.0538356028335141,0
"g__Weizmannia",0,-0.0110945748782331,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Bacillales_B_306089_f__Anoxybacillaceae_g__",0,0.365696629021937,0
"g__Geobacillus",0,0.0431916845283632,0.148762055956034
"g__Bacillus_P_294101",0,0.0286845104941863,0.000929607932210384
"g__Bacillus_A",0,-0.113253796815107,0
"g__Sporolactobacillus",0,-0.088192435858565,0
"d__Bacteria_p__Firmicutes_D_c__Bacilli_o__Erysipelotrichales_f__Coprobacillaceae_g__",0,-0.013970633112083,0
"g__Beduini",0,0.0537357517590536,0
"g__Catenibacterium",0,0.000348219132577538,0
"g__Coprobacillus",0,0.0240319855623231,0
"g__Erysipelatoclostridium",0,0.000977011414867974,0
"g__Faecalibacillus",0,-0.00523280631277235,0
"g__Fimiplasma",0,0.0250567625843582,0
"g__Longibaculum",0.226675802318305,0.072174979803502,0.206498947925045
"g__Stoquefichus",-0.408027527939554,-0.245527448143852,-0.597323784950042
"g__Absicoccus",0,0.0166816947374955,0
"g__Allobaculum",0,0.0536489308303981,0
"g__Amedibacillus",0,0.0354812405318871,0
"g__Amedibacterium",0,0.031616165691084,0
"g__Bulleidia",0,0.0185575023314815,0
"`g__C-19`",0,0.0535783507388422,0
"g__Clostridium_AQ",0,-0.015534599448037,0
"g__Dielma",0,0.0115234114262292,0
"`g__DONG20-135`",0,0.0535175947932307,0
"g__Dubosiella",0,-0.0881294953836605,0
"g__Faecalibaculum",0,-0.0435145179419974,0
"g__Faecalicoccus",0,0.0252405818585137,0
"g__Faecalitalea",0,-0.0213797421818766,0
"g__Holdemanella",0,-0.00846307143731546,-0.0131644114687685
"g__Holdemania",0,0.0335639715912069,0
"g__Ileibacterium",0,0.0534555324408939,0
"g__Longicatena",0,-0.00963947696441783,0
"g__Massilicoli",0,-0.105251932609468,0
"g__Merdibacter",0,-0.00985902467098685,0
"`g__NSJ-61`",0,0.0667459868444753,0
"g__Traorella",0,0.05602164153674,0
"g__UBA636",0,0.0532933582990661,0
"g__Exiguobacterium_A",0,0.0532100829687435,0
"g__Turicibacter",0,0.000505381406350172,0
"g__Abiotrophia",0,-0.0803175009731947,0
"g__Facklamia_A_322620",0,0.0531250452056923,0
"g__Facklamia_A_322655",0,0.053073033024225,0
"g__Granulicatella",0,0.0485887945160452,0.0443095853118484
"g__Enterococcus_A",0,-0.0727562551520461,0
"g__Enterococcus_B",0,0.0530281197702445,0
"g__Enterococcus_D",0,0.0529972240111604,0
"g__Enterococcus_E",0.0184014494485471,0.0606371422853241,0
"g__Enterococcus_H_360604",0,0.00562639945182458,0
"g__Companilactobacillus",0,0.0264930292870255,0
"g__Dellaglioa",-0.674645771753815,-0.284918395089682,-0.677862075597726
"g__Fructilactobacillus",-0.292997796909154,-0.102192238337736,-0.273037875551879
"g__Lacticaseibacillus",0.0282467380251398,0.0558185320509709,0.0425502294913794
